Fx(MMG maneuvering ship MMG maneuvering),Fx(MMG maneuvering ship NED),Fx(MMG maneuvering ship ship),Fx(blocked states ship ship),Fx(fictitious forces ship NED),Fx(fictitious forces ship ship),Fx(propellerAndRudder(propeller) ship NED),Fx(propellerAndRudder(propeller) ship propellerAndRudder),Fx(propellerAndRudder(propeller) ship ship),Fx(propellerAndRudder(rudder) ship NED),Fx(propellerAndRudder(rudder) ship ship),Fx(propellerAndRudder ship NED),Fx(propellerAndRudder ship propellerAndRudder),Fx(propellerAndRudder ship ship),Fx(sum of forces ship NED),Fx(sum of forces ship ship),Fy(MMG maneuvering ship MMG maneuvering),Fy(MMG maneuvering ship NED),Fy(MMG maneuvering ship ship),Fy(blocked states ship ship),Fy(fictitious forces ship NED),Fy(fictitious forces ship ship),Fy(propellerAndRudder(propeller) ship NED),Fy(propellerAndRudder(propeller) ship propellerAndRudder),Fy(propellerAndRudder(propeller) ship ship),Fy(propellerAndRudder(rudder) ship NED),Fy(propellerAndRudder(rudder) ship ship),Fy(propellerAndRudder ship NED),Fy(propellerAndRudder ship propellerAndRudder),Fy(propellerAndRudder ship ship),Fy(sum of forces ship NED),Fy(sum of forces ship ship),Fz(MMG maneuvering ship MMG maneuvering),Fz(MMG maneuvering ship NED),Fz(MMG maneuvering ship ship),Fz(blocked states ship ship),Fz(fictitious forces ship NED),Fz(fictitious forces ship ship),Fz(propellerAndRudder(propeller) ship NED),Fz(propellerAndRudder(propeller) ship propellerAndRudder),Fz(propellerAndRudder(propeller) ship ship),Fz(propellerAndRudder(rudder) ship NED),Fz(propellerAndRudder(rudder) ship ship),Fz(propellerAndRudder ship NED),Fz(propellerAndRudder ship propellerAndRudder),Fz(propellerAndRudder ship ship),Fz(sum of forces ship NED),Fz(sum of forces ship ship),Mx(MMG maneuvering ship MMG maneuvering),Mx(MMG maneuvering ship NED),Mx(MMG maneuvering ship ship),Mx(blocked states ship ship),Mx(fictitious forces ship NED),Mx(fictitious forces ship ship),Mx(propellerAndRudder(propeller) ship NED),Mx(propellerAndRudder(propeller) ship propellerAndRudder),Mx(propellerAndRudder(propeller) ship ship),Mx(propellerAndRudder(rudder) ship NED),Mx(propellerAndRudder(rudder) ship ship),Mx(propellerAndRudder ship NED),Mx(propellerAndRudder ship propellerAndRudder),Mx(propellerAndRudder ship ship),Mx(sum of forces ship NED),Mx(sum of forces ship ship),My(MMG maneuvering ship MMG maneuvering),My(MMG maneuvering ship NED),My(MMG maneuvering ship ship),My(blocked states ship ship),My(fictitious forces ship NED),My(fictitious forces ship ship),My(propellerAndRudder(propeller) ship NED),My(propellerAndRudder(propeller) ship propellerAndRudder),My(propellerAndRudder(propeller) ship ship),My(propellerAndRudder(rudder) ship NED),My(propellerAndRudder(rudder) ship ship),My(propellerAndRudder ship NED),My(propellerAndRudder ship propellerAndRudder),My(propellerAndRudder ship ship),My(sum of forces ship NED),My(sum of forces ship ship),Mz(MMG maneuvering ship MMG maneuvering),Mz(MMG maneuvering ship NED),Mz(MMG maneuvering ship ship),Mz(blocked states ship ship),Mz(fictitious forces ship NED),Mz(fictitious forces ship ship),Mz(propellerAndRudder(propeller) ship NED),Mz(propellerAndRudder(propeller) ship propellerAndRudder),Mz(propellerAndRudder(propeller) ship ship),Mz(propellerAndRudder(rudder) ship NED),Mz(propellerAndRudder(rudder) ship ship),Mz(propellerAndRudder ship NED),Mz(propellerAndRudder ship propellerAndRudder),Mz(propellerAndRudder ship ship),Mz(sum of forces ship NED),Mz(sum of forces ship ship),p(ship),p_filtered(ship),phi(ship),phi_filtered(ship),propellerAndRudder(P/D),propellerAndRudder(beta),propellerAndRudder(rpm),psi(ship),psi_filtered(ship),q(ship),q_filtered(ship),qi(ship),qj(ship),qk(ship),qr(ship),r(ship),r_filtered(ship),t,theta(ship),theta_filtered(ship),u(ship),u_filtered(ship),v(ship),v_filtered(ship),w(ship),w_filtered(ship),x(ship),x_filtered(ship),y(ship),y_filtered(ship),z(ship),z_filtered(ship)
-2.059478e+01,8.451454e+01,-2.059478e+01,0.000000e+00,-7.415245e+01,-2.231525e+01,2.257087e+01,5.045394e+01,5.045394e+01,-3.305869e+01,-1.039224e+01,-1.048783e+01,4.006170e+01,4.006170e+01,-1.257334e-01,-2.848334e+00,-1.047991e+02,-6.530158e+01,-1.047991e+02,-2.220446e-16,1.213978e+01,7.174949e+01,4.512378e+01,0.000000e+00,0.000000e+00,4.916121e+00,3.176550e+01,5.003991e+01,3.176550e+01,3.176550e+01,-3.121896e+00,-1.284148e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162463e+01,1.178244e+02,9.162463e+01,0.000000e+00,0.000000e+00,1.793737e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172170e+02,-1.092756e+02,-1.172170e+02,-3.210639e+00,-1.092756e+02,6.074074e-01,2.863704e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.106990e+00,1.106990e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.256635e-01,8.506926e-01,-5.279096e-02,-5.279096e-02,9.110000e+01,-0.000000e+00,-0.000000e+00,4.156344e-01,4.156344e-01,1.292690e-01,1.292690e-01,0.000000e+00,0.000000e+00,4.980396e+00,4.980396e+00,-1.351892e+01,-1.351892e+01,0.000000e+00,0.000000e+00
-2.058922e+01,8.414985e+01,-2.058922e+01,0.000000e+00,-7.406914e+01,-2.231026e+01,2.280936e+01,5.045527e+01,5.045527e+01,-3.303149e+01,-1.039199e+01,-1.022213e+01,4.006328e+01,4.006328e+01,-1.414186e-01,-2.836206e+00,-1.047753e+02,-6.573106e+01,-1.047753e+02,-2.220446e-16,1.252743e+01,7.173162e+01,4.500519e+01,0.000000e+00,0.000000e+00,5.090445e+00,3.176474e+01,5.009564e+01,3.176474e+01,3.176474e+01,-3.107993e+00,-1.278890e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162510e+01,1.178189e+02,9.162510e+01,0.000000e+00,0.000000e+00,1.793291e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172142e+02,-1.092730e+02,-1.172142e+02,-3.210563e+00,-1.092730e+02,6.047094e-01,2.849868e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.101711e+00,1.101711e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.234162e-01,8.520771e-01,-5.278808e-02,-5.278808e-02,9.120000e+01,-0.000000e+00,-0.000000e+00,4.155536e-01,4.155536e-01,1.292472e-01,1.292472e-01,0.000000e+00,0.000000e+00,4.987541e+00,4.987541e+00,-1.347598e+01,-1.347598e+01,0.000000e+00,0.000000e+00
-2.058369e+01,8.378308e+01,-2.058369e+01,4.440892e-16,-7.398388e+01,-2.230529e+01,2.304721e+01,5.045660e+01,5.045660e+01,-3.300337e+01,-1.039174e+01,-9.956163e+00,4.006485e+01,4.006485e+01,-1.569647e-01,-2.824129e+00,-1.047515e+02,-6.615855e+01,-1.047515e+02,0.000000e+00,1.291453e+01,7.171384e+01,4.488534e+01,0.000000e+00,0.000000e+00,5.264610e+00,3.176398e+01,5.014995e+01,3.176398e+01,3.176398e+01,-3.094069e+00,-1.273654e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162557e+01,1.178134e+02,9.162557e+01,1.110223e-16,0.000000e+00,1.792846e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172114e+02,-1.092704e+02,-1.172114e+02,-3.210486e+00,-1.092704e+02,6.020238e-01,2.836103e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.096432e+00,1.096432e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.211655e-01,8.534556e-01,-5.278521e-02,-5.278521e-02,9.130000e+01,-0.000000e+00,-0.000000e+00,4.154732e-01,4.154732e-01,1.292254e-01,1.292254e-01,0.000000e+00,0.000000e+00,4.994911e+00,4.994911e+00,-1.343310e+01,-1.343310e+01,0.000000e+00,0.000000e+00
-2.057818e+01,8.341424e+01,-2.057818e+01,0.000000e+00,-7.389669e+01,-2.230035e+01,2.328442e+01,5.045791e+01,5.045791e+01,-3.297435e+01,-1.039150e+01,-9.689925e+00,4.006642e+01,4.006642e+01,-1.723721e-01,-2.812106e+00,-1.047278e+02,-6.658405e+01,-1.047278e+02,-2.220446e-16,1.330108e+01,7.169612e+01,4.476424e+01,0.000000e+00,0.000000e+00,5.438611e+00,3.176323e+01,5.020285e+01,3.176323e+01,3.176323e+01,-3.080124e+00,-1.268439e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162604e+01,1.178080e+02,9.162604e+01,1.110223e-16,0.000000e+00,1.792403e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172086e+02,-1.092678e+02,-1.172086e+02,-3.210410e+00,-1.092678e+02,5.993507e-01,2.822409e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.091154e+00,1.091154e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.189113e-01,8.548281e-01,-5.278235e-02,-5.278235e-02,9.140000e+01,-0.000000e+00,-0.000000e+00,4.153931e-01,4.153931e-01,1.292038e-01,1.292038e-01,0.000000e+00,0.000000e+00,5.002505e+00,5.002505e+00,-1.339026e+01,-1.339026e+01,0.000000e+00,0.000000e+00
-2.057269e+01,8.304335e+01,-2.057269e+01,0.000000e+00,-7.380756e+01,-2.229542e+01,2.352098e+01,5.045923e+01,5.045923e+01,-3.294440e+01,-1.039125e+01,-9.423426e+00,4.006798e+01,4.006798e+01,-1.876414e-01,-2.800134e+00,-1.047042e+02,-6.700755e+01,-1.047042e+02,-2.220446e-16,1.368707e+01,7.167849e+01,4.464188e+01,0.000000e+00,0.000000e+00,5.612444e+00,3.176248e+01,5.025432e+01,3.176248e+01,3.176248e+01,-3.066158e+00,-1.263245e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162651e+01,1.178026e+02,9.162651e+01,0.000000e+00,-2.842171e-14,1.791962e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172059e+02,-1.092653e+02,-1.172059e+02,-3.210335e+00,-1.092653e+02,5.966898e-01,2.808786e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.085876e+00,1.085876e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.166535e-01,8.561946e-01,-5.277950e-02,-5.277950e-02,9.150000e+01,-0.000000e+00,-0.000000e+00,4.153133e-01,4.153133e-01,1.291822e-01,1.291822e-01,0.000000e+00,0.000000e+00,5.010323e+00,5.010323e+00,-1.334747e+01,-1.334747e+01,0.000000e+00,0.000000e+00
-2.056723e+01,8.267040e+01,-2.056723e+01,0.000000e+00,-7.371650e+01,-2.229051e+01,2.375688e+01,5.046054e+01,5.046054e+01,-3.291355e+01,-1.039101e+01,-9.156675e+00,4.006953e+01,4.006953e+01,-2.027731e-01,-2.788213e+00,-1.046807e+02,-6.742903e+01,-1.046807e+02,0.000000e+00,1.407248e+01,7.166094e+01,4.451827e+01,0.000000e+00,0.000000e+00,5.786104e+00,3.176173e+01,5.030438e+01,3.176173e+01,3.176173e+01,-3.052173e+00,-1.258072e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162698e+01,1.177972e+02,9.162698e+01,0.000000e+00,0.000000e+00,1.791523e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172031e+02,-1.092627e+02,-1.172031e+02,-3.210259e+00,-1.092627e+02,5.940413e-01,2.795233e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.080598e+00,1.080598e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.143923e-01,8.575550e-01,-5.277667e-02,-5.277667e-02,9.160000e+01,-0.000000e+00,-0.000000e+00,4.152339e-01,4.152339e-01,1.291607e-01,1.291607e-01,0.000000e+00,0.000000e+00,5.018366e+00,5.018366e+00,-1.330473e+01,-1.330473e+01,0.000000e+00,0.000000e+00
-2.056179e+01,8.229541e+01,-2.056179e+01,0.000000e+00,-7.362350e+01,-2.228563e+01,2.399211e+01,5.046184e+01,5.046184e+01,-3.288179e+01,-1.039076e+01,-8.889678e+00,4.007108e+01,4.007108e+01,-2.177676e-01,-2.776344e+00,-1.046574e+02,-6.784849e+01,-1.046574e+02,-2.220446e-16,1.445731e+01,7.164346e+01,4.439342e+01,0.000000e+00,0.000000e+00,5.959585e+00,3.176099e+01,5.035301e+01,3.176099e+01,3.176099e+01,-3.038170e+00,-1.252920e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162745e+01,1.177918e+02,9.162745e+01,0.000000e+00,0.000000e+00,1.791086e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.172004e+02,-1.092601e+02,-1.172004e+02,-3.210184e+00,-1.092601e+02,5.914050e-01,2.781750e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.075320e+00,1.075320e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.121276e-01,8.589094e-01,-5.277385e-02,-5.277385e-02,9.170000e+01,-0.000000e+00,-0.000000e+00,4.151548e-01,4.151548e-01,1.291393e-01,1.291393e-01,0.000000e+00,0.000000e+00,5.026632e+00,5.026632e+00,-1.326204e+01,-1.326204e+01,0.000000e+00,0.000000e+00
-2.055638e+01,8.191840e+01,-2.055638e+01,0.000000e+00,-7.352858e+01,-2.228076e+01,2.422667e+01,5.046314e+01,5.046314e+01,-3.284912e+01,-1.039052e+01,-8.622443e+00,4.007262e+01,4.007262e+01,-2.326254e-01,-2.764527e+00,-1.046341e+02,-6.826591e+01,-1.046341e+02,-2.220446e-16,1.484155e+01,7.162606e+01,4.426733e+01,0.000000e+00,0.000000e+00,6.132884e+00,3.176025e+01,5.040021e+01,3.176025e+01,3.176025e+01,-3.024148e+00,-1.247789e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162791e+01,1.177864e+02,9.162791e+01,1.110223e-16,0.000000e+00,1.790651e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.171977e+02,-1.092576e+02,-1.171977e+02,-3.210109e+00,-1.092576e+02,5.887809e-01,2.768337e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.070043e+00,1.070043e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.098595e-01,8.602577e-01,-5.277104e-02,-5.277104e-02,9.180000e+01,-0.000000e+00,-0.000000e+00,4.150760e-01,4.150760e-01,1.291180e-01,1.291180e-01,0.000000e+00,0.000000e+00,5.035121e+00,5.035121e+00,-1.321940e+01,-1.321940e+01,0.000000e+00,0.000000e+00
-2.055099e+01,8.153937e+01,-2.055099e+01,0.000000e+00,-7.343174e+01,-2.227592e+01,2.446056e+01,5.046443e+01,5.046443e+01,-3.281553e+01,-1.039028e+01,-8.354978e+00,4.007415e+01,4.007415e+01,-2.473471e-01,-2.752760e+00,-1.046109e+02,-6.868129e+01,-1.046109e+02,0.000000e+00,1.522519e+01,7.160873e+01,4.414000e+01,0.000000e+00,0.000000e+00,6.305995e+00,3.175952e+01,5.044600e+01,3.175952e+01,3.175952e+01,-3.010109e+00,-1.242678e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162838e+01,1.177811e+02,9.162838e+01,0.000000e+00,0.000000e+00,1.790218e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.171949e+02,-1.092551e+02,-1.171949e+02,-3.210035e+00,-1.092551e+02,5.861689e-01,2.754994e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.064766e+00,1.064766e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.075880e-01,8.615999e-01,-5.276824e-02,-5.276824e-02,9.190000e+01,-0.000000e+00,-0.000000e+00,4.149976e-01,4.149976e-01,1.290967e-01,1.290967e-01,0.000000e+00,0.000000e+00,5.043833e+00,5.043833e+00,-1.317682e+01,-1.317682e+01,0.000000e+00,0.000000e+00
-2.054562e+01,8.115834e+01,-2.054562e+01,0.000000e+00,-7.333298e+01,-2.227110e+01,2.469376e+01,5.046572e+01,5.046572e+01,-3.278105e+01,-1.039004e+01,-8.087289e+00,4.007567e+01,4.007567e+01,-2.619331e-01,-2.741044e+00,-1.045879e+02,-6.909462e+01,-1.045879e+02,0.000000e+00,1.560821e+01,7.159148e+01,4.401144e+01,0.000000e+00,0.000000e+00,6.478914e+00,3.175878e+01,5.049035e+01,3.175878e+01,3.175878e+01,-2.996054e+00,-1.237588e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162884e+01,1.177758e+02,9.162884e+01,0.000000e+00,0.000000e+00,1.789787e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.171922e+02,-1.092525e+02,-1.171922e+02,-3.209961e+00,-1.092525e+02,5.835690e-01,2.741719e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.059489e+00,1.059489e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.053130e-01,8.629361e-01,-5.276546e-02,-5.276546e-02,9.200000e+01,-0.000000e+00,-0.000000e+00,4.149195e-01,4.149195e-01,1.290756e-01,1.290756e-01,0.000000e+00,0.000000e+00,5.052768e+00,5.052768e+00,-1.313429e+01,-1.313429e+01,0.000000e+00,0.000000e+00
-2.054028e+01,8.077530e+01,-2.054028e+01,0.000000e+00,-7.323230e+01,-2.226630e+01,2.492627e+01,5.046700e+01,5.046700e+01,-3.274565e+01,-1.038980e+01,-7.819385e+00,4.007719e+01,4.007719e+01,-2.763840e-01,-2.729379e+00,-1.045649e+02,-6.950589e+01,-1.045649e+02,0.000000e+00,1.599062e+01,7.157431e+01,4.388165e+01,0.000000e+00,0.000000e+00,6.651637e+00,3.175805e+01,5.053328e+01,3.175805e+01,3.175805e+01,-2.981983e+00,-1.232519e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.162931e+01,1.177705e+02,9.162931e+01,0.000000e+00,0.000000e+00,1.789358e+01,0.000000e+00,0.000000e+00,0.000000e+00,-1.171895e+02,-1.092500e+02,-1.171895e+02,-3.209887e+00,-1.092500e+02,5.809810e-01,2.728512e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.108652e-01,6.726715e+01,1.054213e+00,1.054213e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.030347e-01,8.642662e-01,-5.276269e-02,-5.276269e-02,9.210000e+01,-0.000000e+00,-0.000000e+00,4.148418e-01,4.148418e-01,1.290545e-01,1.290545e-01,0.000000e+00,0.000000e+00,5.061925e+00,5.061925e+00,-1.309182e+01,-1.309182e+01,0.000000e+00,0.000000e+00
